,Unnamed: 0,Unnamed: 0.1,urban_center_id,osm_completeness,gini,moran,spatial_proximity
1256,1256,1256,11795,0.052,0.891,0.226,1.001
1257,1257,1257,344,0.291,0.781,0.399,1.001
1258,1258,1258,10071,0.01,0.9,-0.064,1.0
1259,1259,1259,8604,0.083,0.626,0.417,1.0
1260,1260,1260,1078,0.238,0.598,0.162,1.0
1261,1261,1261,6500,0.025,0.916,0.032,1.0
1262,1262,1262,12889,0.074,0.511,0.105,1.0
1263,1263,1263,11632,0.004,0.923,-0.024,1.0
1264,1264,1264,2528,0.979,0.862,0.347,1.0
1265,1265,1265,6814,0.006,0.78,0.189,1.0
1266,1266,1266,10916,0.027,0.922,-0.048,1.0
1267,1267,1267,3635,0.226,0.68,0.525,1.002
1268,1268,1268,12650,0.012,0.95,0.097,1.0
1269,1269,1269,10910,0.116,0.681,0.307,1.001
1270,1270,1270,6122,0.694,0.591,0.284,1.0
1271,1271,1271,12501,0.036,0.674,0.361,1.0
1272,1272,1272,11173,0.04,0.786,0.357,1.0
1273,1273,1273,9416,0.037,0.924,0.124,1.0
1274,1274,1274,3362,0.903,0.705,0.083,1.0
1275,1275,1275,9772,0.0,,,
1276,1276,1276,12651,0.118,0.809,0.565,1.002
1277,1277,1277,811,0.116,0.424,0.336,1.0
1278,1278,1278,5663,0.712,0.625,0.361,1.002
1279,1279,1279,12423,0.088,0.893,-0.047,1.001
1280,1280,1280,1828,0.744,0.732,0.306,1.001
1281,1281,1281,11023,0.041,0.706,0.209,1.0
1282,1282,1282,1779,0.684,0.674,0.566,1.001
1283,1283,1283,11339,0.08,0.818,0.2,1.001
1284,1284,1284,5951,0.163,0.606,0.401,1.001
1285,1285,1285,1050,0.446,0.694,0.268,1.0
1286,1286,1286,6132,0.793,0.528,0.263,1.0
1287,1287,1287,97,0.013,0.851,0.039,1.0
1288,1288,1288,9979,0.002,0.915,0.192,1.0
1289,1289,1289,3998,0.198,0.999,0.594,1.003
1290,1290,1290,6109,0.321,0.668,0.682,1.001
1291,1291,1291,11478,0.0,,,
1292,1292,1292,567,0.057,0.785,-0.021,1.0
1293,1293,1293,12732,0.634,0.665,0.369,1.002
1294,1294,1294,419,0.388,0.832,0.667,1.008
1295,1295,1295,1336,0.02,0.714,0.045,1.0
1296,1296,1296,11140,0.004,0.941,-0.014,1.0
1297,1297,1297,519,0.507,0.769,0.239,1.0
1298,1298,1298,9951,0.042,0.925,0.115,1.0
1299,1299,1299,7587,0.007,0.639,-0.06,1.0
1300,1300,1300,11254,0.032,0.92,0.12,1.0
1301,1301,1301,172,0.972,0.828,0.29,1.0
1302,1302,1302,409,0.258,0.769,0.442,1.001
1303,1303,1303,12431,0.838,0.425,0.197,1.0
1304,1304,1304,9544,0.001,0.835,-0.207,1.0
1305,1305,1305,13033,0.855,0.46,0.15,1.0
1306,1306,1306,2303,0.354,0.654,0.413,1.001
1307,1307,1307,4084,0.008,0.818,0.132,1.0
1308,1308,1308,11987,0.0,,,
1309,1309,1309,11770,0.016,0.848,0.062,1.0
1310,1310,1310,3073,0.918,0.544,0.074,1.0
1311,1311,1311,10958,0.135,0.673,0.448,1.001
1312,1312,1312,639,0.482,0.903,0.634,1.011
1313,1313,1313,6237,0.021,0.888,0.295,1.0
1314,1314,1314,10206,0.035,0.844,0.258,1.0
1315,1315,1315,1774,0.909,0.799,0.108,1.0
1316,1316,1316,8241,0.118,0.672,0.262,1.0
1317,1317,1317,2872,0.977,0.771,0.057,1.0
1318,1318,1318,8515,0.012,0.69,0.058,1.0
1319,1319,1319,2329,0.014,0.947,0.026,1.0
1320,1320,1320,7655,0.133,0.597,0.356,1.0
1321,1321,1321,8838,0.009,0.714,0.22,1.0
1322,1322,1322,5284,0.998,0.98,0.015,1.0
1323,1323,1323,4103,0.002,0.786,-0.026,1.0
1324,1324,1324,2800,0.041,0.652,-0.007,1.0
1325,1325,1325,12102,0.73,0.592,0.455,1.001
1326,1326,1326,8741,0.006,0.747,-0.021,1.0
1327,1327,1327,9889,0.012,0.952,-0.031,1.0
1328,1328,1328,11052,0.135,0.749,0.436,1.001
1329,1329,1329,10143,0.014,0.9,0.172,1.0
1330,1330,1330,10404,0.0,,,
1331,1331,1331,3571,0.73,0.76,0.093,1.0
1332,1332,1332,1793,0.549,0.78,0.407,1.001
1333,1333,1333,6222,0.026,0.938,0.045,1.001
1334,1334,1334,1986,0.714,0.887,0.773,1.009
1335,1335,1335,6159,0.238,0.601,0.4,1.0
1336,1336,1336,7833,0.031,0.981,-0.018,1.0
1337,1337,1337,11326,0.037,0.782,0.115,1.0
1338,1338,1338,11778,0.0,,,
1339,1339,1339,10848,0.093,0.92,0.221,1.001
1340,1340,1340,12386,0.01,0.954,0.213,1.0
1341,1341,1341,11205,0.0,,,
1342,1342,1342,10455,0.032,0.85,0.128,1.0
1343,1343,1343,4761,0.809,0.459,0.198,1.0
1344,1344,1344,10566,0.018,0.584,-0.016,1.0
1345,1345,1345,10996,0.033,0.777,0.443,1.0
1346,1346,1346,969,0.248,0.695,0.099,1.0
1347,1347,1347,11371,0.011,0.826,0.269,1.0
1348,1348,1348,11110,0.021,0.776,0.223,1.0
1349,1349,1349,7422,0.005,0.803,-0.074,1.0
1350,1350,1350,270,0.022,0.788,0.047,1.0
1351,1351,1351,898,0.329,0.687,0.345,1.001
1352,1352,1352,5889,0.707,0.42,0.057,1.0
1353,1353,1353,2961,0.855,0.372,0.02,1.0
1354,1354,1354,1226,0.625,0.884,0.707,1.008
1355,1355,1355,3351,0.542,0.675,0.39,1.001
1356,1356,1356,491,0.412,0.64,0.226,1.002
1357,1357,1357,5999,0.645,0.386,0.088,1.0
1358,1358,1358,10122,0.018,0.614,0.054,1.0
1359,1359,1359,9573,0.066,0.887,0.198,1.001
1360,1360,1360,10851,0.004,0.884,0.188,1.0
1361,1361,1361,12895,0.08,0.771,0.2,1.0
1362,1362,1362,3290,0.843,0.356,0.234,1.0
1363,1363,1363,1844,0.78,0.721,0.691,1.006
1364,1364,1364,9873,0.269,0.926,0.686,1.004
1365,1365,1365,149,0.101,0.734,0.217,1.0
1366,1366,1366,4751,0.228,0.724,0.109,1.0
1367,1367,1367,1046,0.99,0.88,-0.01,1.0
1368,1368,1368,2164,0.987,0.895,0.362,1.0
1369,1369,1369,5445,0.494,0.747,0.553,1.004
1370,1370,1370,650,0.048,0.599,-0.035,1.0
1371,1371,1371,1684,0.655,0.785,0.465,1.003
1372,1372,1372,6020,0.002,0.81,0.085,1.0
1373,1373,1373,11954,0.01,0.967,0.087,1.0
1374,1374,1374,5538,0.387,0.877,0.36,1.001
1375,1375,1375,6480,0.0,,,
1376,1376,1376,11501,0.077,0.708,0.133,1.0
1377,1377,1377,3012,0.015,0.92,0.053,1.0
1378,1378,1378,11686,0.004,0.842,-0.009,1.0
1379,1379,1379,4325,0.846,0.561,0.297,1.0
1380,1380,1380,12989,0.164,0.604,0.174,1.0
1381,1381,1381,3131,0.916,0.387,0.197,1.0
1382,1382,1382,3800,0.725,0.546,0.501,1.001
1383,1383,1383,12209,0.034,0.738,0.138,1.0
1384,1384,1384,1557,0.753,0.749,0.478,1.003
1385,1385,1385,8075,0.003,0.802,-0.058,1.0
1386,1386,1386,2074,0.7,0.681,0.257,1.0
1387,1387,1387,10773,0.0,0.962,-0.035,1.0
1388,1388,1388,11375,0.043,0.82,0.064,1.0
1389,1389,1389,1199,0.043,0.705,-0.063,1.0
1390,1390,1390,2448,0.981,0.889,0.106,1.0
1391,1391,1391,1757,0.926,0.689,0.131,1.0
1392,1392,1392,3396,0.561,0.558,0.271,1.0
1393,1393,1393,10793,0.724,0.838,0.545,1.006
1394,1394,1394,5503,0.01,0.914,-0.001,1.0
1395,1395,1395,12108,0.538,0.866,0.574,1.003
1396,1396,1396,856,0.293,0.661,0.211,1.0
1397,1397,1397,5310,0.627,0.523,0.542,1.001
1398,1398,1398,1864,0.746,0.709,0.468,1.001
1399,1399,1399,12039,0.0,0.984,-0.018,1.0
1400,1400,1400,6442,0.011,0.702,0.165,1.0
1401,1401,1401,8735,0.046,0.655,0.186,1.0
1402,1402,1402,3600,0.877,0.556,-0.129,1.0
1403,1403,1403,4933,0.053,0.858,0.146,1.0
1404,1404,1404,12960,0.695,0.576,0.367,1.001
1405,1405,1405,5826,0.49,0.492,0.282,1.0
1406,1406,1406,3623,0.0,0.936,-0.02,1.0
1407,1407,1407,1937,0.663,0.722,0.358,1.002
1408,1408,1408,11747,0.025,0.593,0.139,1.0
1409,1409,1409,5859,0.079,0.768,0.114,1.0
1410,1410,1410,3403,0.906,0.604,0.0,1.0
1411,1411,1411,12674,0.002,0.914,-0.046,1.0
1412,1412,1412,6077,0.39,0.776,0.571,1.002
1413,1413,1413,12571,0.529,0.739,0.396,1.002
1414,1414,1414,7714,0.212,0.814,0.489,1.004
1415,1415,1415,132,0.036,0.702,0.005,1.0
1416,1416,1416,8546,0.007,0.883,0.27,1.0
1417,1417,1417,11083,0.06,0.847,0.247,1.0
1418,1418,1418,4783,0.808,0.623,0.335,1.001
1419,1419,1419,10196,0.145,0.709,0.279,1.0
1420,1420,1420,9829,0.0,0.841,-0.016,1.0
1421,1421,1421,3784,0.232,0.705,0.199,1.001
1422,1422,1422,10862,0.048,0.907,0.28,1.001
1423,1423,1423,6845,0.726,0.764,0.437,1.004
1424,1424,1424,9552,0.008,0.781,0.256,1.0
1425,1425,1425,9165,0.002,0.942,-0.048,1.0
1426,1426,1426,13009,0.207,0.832,0.735,1.005
1427,1427,1427,583,0.876,0.753,0.451,1.002
1428,1428,1428,65,0.071,0.791,0.133,1.0
1429,1429,1429,693,0.519,0.725,0.64,1.004
1430,1430,1430,13102,0.12,0.626,0.259,1.0
1431,1431,1431,9402,0.788,0.964,0.49,1.001
1432,1432,1432,2138,0.944,0.843,0.115,1.0
1433,1433,1433,119,0.035,0.808,0.144,1.0
1434,1434,1434,7410,0.005,0.841,0.049,1.0
1435,1435,1435,2473,0.929,0.776,0.114,1.0
1436,1436,1436,8653,0.494,0.593,0.488,1.001
1437,1437,1437,13117,0.859,0.623,0.307,1.0
1438,1438,1438,11865,0.008,0.924,0.094,1.0
1439,1439,1439,11116,0.03,0.897,0.191,1.001
1440,1440,1440,12361,0.085,0.741,-0.037,1.0
1441,1441,1441,12309,0.181,0.833,0.452,1.001
1442,1442,1442,3511,0.165,0.788,-0.02,1.001
1443,1443,1443,12003,0.0,,,
1444,1444,1444,1820,0.921,0.639,0.074,1.0
1445,1445,1445,12938,0.698,0.353,0.032,1.0
1446,1446,1446,11986,0.072,0.837,0.207,1.001
1447,1447,1447,1764,0.976,0.74,0.007,1.0
1448,1448,1448,9231,0.0,0.856,-0.054,1.0
1449,1449,1449,10470,0.0,,,
1450,1450,1450,12551,0.098,0.837,0.407,1.003
1451,1451,1451,1943,0.725,0.814,0.648,1.002
1452,1452,1452,8099,0.513,0.667,0.746,1.003
1453,1453,1453,1568,0.145,0.621,0.299,1.0
1454,1454,1454,12419,0.002,0.99,-0.019,1.0
1455,1455,1455,12922,0.189,0.603,0.301,1.0
1456,1456,1456,12761,0.195,0.694,0.358,1.0
1457,1457,1457,12507,0.055,0.915,0.353,1.002
1458,1458,1458,10070,0.0,,,
1459,1459,1459,2918,0.992,0.971,0.071,1.0
1460,1460,1460,881,0.091,0.616,0.142,1.0
1461,1461,1461,11002,0.012,0.847,0.149,1.0
1462,1462,1462,12643,0.709,0.349,-0.098,1.0
1463,1463,1463,3305,0.952,0.733,-0.009,1.0
1464,1464,1464,492,0.051,0.798,0.015,1.0
1465,1465,1465,11951,0.488,0.648,0.559,1.002
1466,1466,1466,10621,0.004,0.951,-0.002,1.0
1467,1467,1467,4061,0.969,0.808,0.035,1.0
1468,1468,1468,1680,0.623,0.788,0.509,1.001
1469,1469,1469,3967,0.411,0.307,0.149,1.0
1470,1470,1470,10186,0.183,0.518,0.141,1.0
1471,1471,1471,880,0.808,0.95,0.682,1.006
1472,1472,1472,2755,0.881,0.63,0.107,1.0
1473,1473,1473,1072,0.028,0.679,-0.03,1.0
1474,1474,1474,10808,0.587,0.703,0.37,1.002
1475,1475,1475,12317,0.056,0.748,-0.087,1.0
1476,1476,1476,248,0.953,0.687,0.148,1.0
1477,1477,1477,24,0.968,0.922,0.157,1.0
1478,1478,1478,9994,0.012,0.651,0.166,1.0
1479,1479,1479,11050,0.729,0.603,0.575,1.001
1480,1480,1480,49,0.307,0.833,0.587,1.004
1481,1481,1481,11421,0.0,,,
1482,1482,1482,12242,0.011,0.89,0.164,1.0
1483,1483,1483,2069,0.929,0.666,-0.114,1.0
1484,1484,1484,4353,0.263,0.616,0.535,1.001
1485,1485,1485,10782,0.041,0.743,0.138,1.0
1486,1486,1486,11369,0.002,0.949,0.099,1.0
1487,1487,1487,12109,0.002,0.905,-0.042,1.0
1488,1488,1488,10658,0.098,0.497,0.212,1.0
1489,1489,1489,1969,0.912,0.791,0.301,1.001
1490,1490,1490,6887,0.486,0.634,0.505,1.002
1491,1491,1491,10340,0.048,0.689,0.192,1.0
1492,1492,1492,3299,0.904,0.528,0.14,1.0
1493,1493,1493,5094,0.781,0.76,0.277,1.001
1494,1494,1494,406,0.337,0.775,0.718,1.003
1495,1495,1495,10997,0.028,0.821,0.194,1.0
1496,1496,1496,5880,0.042,0.797,-0.029,1.0
1497,1497,1497,3437,0.744,0.481,0.361,1.0
1498,1498,1498,5397,0.954,0.824,0.035,1.001
1499,1499,1499,10589,0.096,0.86,0.348,1.0
1500,1500,1500,3765,0.013,0.974,0.006,1.0
1501,1501,1501,9666,0.024,0.98,0.29,1.001
1502,1502,1502,2228,0.985,0.809,-0.019,1.0
1503,1503,1503,5906,0.8,0.557,0.553,1.001
1504,1504,1504,1348,0.124,0.703,0.445,1.001
1505,1505,1505,8594,0.091,0.607,0.062,1.0
1506,1506,1506,1096,0.063,0.734,0.213,1.0
1507,1507,1507,1273,0.061,0.444,0.249,1.0
1508,1508,1508,12261,0.621,0.761,0.375,1.001
1509,1509,1509,11539,0.01,0.915,-0.044,1.0
1510,1510,1510,4977,0.973,0.984,0.324,1.0
1511,1511,1511,12371,0.122,0.667,0.201,1.0
1512,1512,1512,2532,0.088,0.861,0.439,1.001
1513,1513,1513,6318,0.009,0.947,0.094,1.0
1514,1514,1514,261,0.853,0.794,0.39,1.002
1515,1515,1515,8868,0.001,0.855,-0.032,1.0
1516,1516,1516,11679,0.036,0.861,0.203,1.0
1517,1517,1517,125,0.036,0.811,0.099,1.0
1518,1518,1518,1426,0.179,0.744,0.423,1.002
1519,1519,1519,3146,0.937,0.641,0.034,1.0
1520,1520,1520,1308,0.403,0.897,0.81,1.005
1521,1521,1521,43,0.138,0.704,0.335,1.001
1522,1522,1522,8967,0.675,0.907,0.615,1.007
1523,1523,1523,5948,0.081,0.763,0.238,1.0
1524,1524,1524,7057,0.306,0.244,-0.235,1.0
1525,1525,1525,3175,0.841,0.527,0.25,1.0
1526,1526,1526,9740,0.001,0.945,-0.026,1.0
1527,1527,1527,1416,0.02,0.68,0.023,1.0
1528,1528,1528,12455,0.011,0.836,0.013,1.0
1529,1529,1529,11554,0.694,0.957,0.637,1.017
1530,1530,1530,3712,0.23,0.705,0.435,1.001
1531,1531,1531,2991,0.138,0.861,0.238,1.001
1532,1532,1532,1576,0.214,0.704,0.431,1.0
1533,1533,1533,11611,0.366,0.57,0.123,1.0
1534,1534,1534,12873,0.15,0.507,0.23,1.0
1535,1535,1535,12792,0.935,0.479,0.266,1.0
1536,1536,1536,1232,0.087,0.86,0.427,1.002
1537,1537,1537,4878,0.751,0.364,0.359,1.0
1538,1538,1538,2301,0.14,0.71,-0.048,1.0
1539,1539,1539,3566,0.894,0.757,0.107,1.001
1540,1540,1540,631,0.323,0.677,0.204,1.0
1541,1541,1541,11607,0.001,0.955,0.04,1.0
1542,1542,1542,12388,0.776,0.325,-0.016,1.0
1543,1543,1543,363,0.216,0.517,0.068,1.0
1544,1544,1544,12653,0.018,0.931,0.115,1.0
1545,1545,1545,7236,0.326,0.819,0.642,1.003
1546,1546,1546,3446,0.941,0.783,-0.052,1.0
1547,1547,1547,11078,0.002,0.886,-0.118,1.0
1548,1548,1548,2911,0.983,0.957,0.257,1.0
1549,1549,1549,792,0.193,0.794,0.276,1.001
1550,1550,1550,7170,0.027,0.766,0.127,1.0
1551,1551,1551,12403,0.071,0.875,0.26,1.001
1552,1552,1552,38,0.124,0.737,0.191,1.0
1553,1553,1553,12129,0.009,0.728,-0.075,1.0
1554,1554,1554,2488,0.189,0.782,0.166,1.001
1555,1555,1555,12531,0.058,0.784,0.114,1.0
1556,1556,1556,11198,0.05,0.793,-0.01,1.0
1557,1557,1557,3292,0.479,0.836,0.65,1.004
1558,1558,1558,7802,0.043,0.802,0.216,1.0
1559,1559,1559,3247,0.874,0.426,0.249,1.0
1560,1560,1560,11053,0.122,0.727,0.303,1.0
1561,1561,1561,1112,0.616,0.32,0.138,1.0
1562,1562,1562,559,0.583,0.93,0.75,1.078
1563,1563,1563,11689,0.034,0.873,-0.022,1.0
1564,1564,1564,10302,0.686,0.677,0.092,1.0
1565,1565,1565,52,0.131,0.604,0.204,1.0
1566,1566,1566,10751,0.064,0.69,-0.012,1.0
1567,1567,1567,12796,0.129,0.774,0.4,1.0
1568,1568,1568,11538,0.185,0.637,0.053,1.0
1569,1569,1569,6402,0.002,0.918,-0.071,1.0
1570,1570,1570,5591,0.01,0.96,-0.016,1.0
1571,1571,1571,3395,0.924,0.617,0.159,1.0
1572,1572,1572,405,0.939,0.978,0.571,1.006
1573,1573,1573,5983,0.249,0.638,0.242,1.0
1574,1574,1574,13189,0.71,0.868,0.579,1.006
1575,1575,1575,11834,0.008,0.871,-0.104,1.0
1576,1576,1576,878,0.992,0.865,0.021,1.0
1577,1577,1577,679,0.857,0.971,0.77,1.01
1578,1578,1578,983,0.031,0.593,0.214,1.0
1579,1579,1579,4426,0.125,0.806,0.447,1.002
1580,1580,1580,729,0.063,0.675,0.02,1.0
1581,1581,1581,12730,0.233,0.628,0.274,1.001
1582,1582,1582,12008,0.0,,,
1583,1583,1583,6006,0.948,0.983,0.418,1.002
1584,1584,1584,12654,0.03,0.874,0.126,1.001
1585,1585,1585,4443,0.218,0.766,0.548,1.001
1586,1586,1586,10957,0.221,0.977,0.795,1.008
1587,1587,1587,10764,0.039,0.688,0.091,1.0
1588,1588,1588,11701,0.003,0.954,-0.001,1.0
1589,1589,1589,11404,0.002,0.916,0.004,1.0
1590,1590,1590,9908,0.0,,,
1591,1591,1591,821,0.147,0.703,0.523,1.002
1592,1592,1592,12059,0.013,0.876,0.104,1.0
1593,1593,1593,12620,0.123,0.877,0.396,1.001
1594,1594,1594,9293,0.008,0.933,0.018,1.0
1595,1595,1595,11731,0.371,0.694,0.557,1.003
1596,1596,1596,7062,0.077,0.782,0.405,1.001
1597,1597,1597,12093,0.024,0.82,-0.04,1.0
1598,1598,1598,11922,0.775,0.62,0.372,1.001
1599,1599,1599,10938,0.398,0.714,0.363,1.002
1600,1600,1600,8052,0.549,0.531,0.598,1.001
1601,1601,1601,903,0.333,0.774,0.467,1.002
1602,1602,1602,12678,0.573,0.645,0.029,1.0
1603,1603,1603,11868,0.009,0.959,0.22,1.0
1604,1604,1604,10968,0.012,0.871,0.236,1.0
1605,1605,1605,12452,0.101,0.929,0.456,1.001
1606,1606,1606,3284,0.397,0.6,0.49,1.001
1607,1607,1607,6941,0.064,0.87,0.09,1.0
1608,1608,1608,1385,0.051,0.633,-0.027,1.0
1609,1609,1609,11361,0.608,0.819,0.648,1.002
1610,1610,1610,1726,0.882,0.479,-0.086,1.0
1611,1611,1611,2645,0.973,0.802,0.084,1.0
1612,1612,1612,10039,0.027,0.833,0.162,1.0
1613,1613,1613,992,0.272,0.76,0.537,1.002
1614,1614,1614,2797,0.079,0.783,0.082,1.0
1615,1615,1615,11767,0.031,0.803,0.059,1.0
1616,1616,1616,13126,0.171,0.72,0.304,1.0
1617,1617,1617,4843,0.02,0.658,0.115,1.0
1618,1618,1618,2222,0.161,0.518,0.317,1.0
1619,1619,1619,6489,0.013,0.742,0.085,1.0
1620,1620,1620,4492,0.982,0.88,0.047,1.0
1621,1621,1621,3898,0.0,,,
1622,1622,1622,598,0.511,0.831,0.54,1.001
1623,1623,1623,2505,0.127,0.853,0.194,1.001
1624,1624,1624,2511,0.755,0.46,0.032,1.0
1625,1625,1625,167,0.323,0.824,0.507,1.002
1626,1626,1626,6164,0.621,0.404,0.552,1.001
1627,1627,1627,4261,0.991,0.967,0.051,1.0
1628,1628,1628,12982,0.541,0.589,0.483,1.001
1629,1629,1629,1716,0.673,0.827,0.606,1.005
1630,1630,1630,7208,0.011,0.967,0.124,1.0
1631,1631,1631,12546,0.312,0.662,0.361,1.001
1632,1632,1632,11250,0.023,0.992,-0.021,1.001
1633,1633,1633,5738,0.067,0.695,0.35,1.0
1634,1634,1634,12046,0.003,0.843,0.117,1.0
1635,1635,1635,6497,0.012,0.887,-0.077,1.0
1636,1636,1636,9860,0.008,0.958,-0.035,1.0
1637,1637,1637,2458,0.955,0.574,0.218,1.0
1638,1638,1638,11249,0.002,0.979,-0.029,1.0
1639,1639,1639,10915,0.001,0.978,-0.036,1.0
1640,1640,1640,2091,0.947,0.821,0.365,1.001
1641,1641,1641,5929,0.04,0.547,0.117,1.0
1642,1642,1642,12169,0.007,0.903,0.065,1.0
1643,1643,1643,13096,0.307,0.824,0.403,1.001
1644,1644,1644,1946,0.538,0.741,0.159,1.0
1645,1645,1645,869,0.003,0.937,0.049,1.0
1646,1646,1646,2905,0.821,0.249,0.001,1.0
1647,1647,1647,12586,0.005,0.972,-0.05,1.0
1648,1648,1648,12183,0.351,0.627,0.476,1.001
1649,1649,1649,864,0.86,0.743,0.185,1.001
1650,1650,1650,332,0.932,0.667,0.082,1.0
1651,1651,1651,1812,0.52,0.653,0.263,1.001
1652,1652,1652,885,0.918,0.744,0.491,1.001
1653,1653,1653,12984,0.743,0.603,0.493,1.001
1654,1654,1654,6828,0.152,0.901,0.32,1.002
1655,1655,1655,11338,0.115,0.73,0.315,1.0
1656,1656,1656,5514,0.098,0.69,0.006,1.0
1657,1657,1657,625,0.086,0.771,0.413,1.001
1658,1658,1658,10788,0.073,0.847,0.07,1.0
1659,1659,1659,7518,0.205,0.748,0.695,1.004
1660,1660,1660,4778,0.862,0.694,0.358,1.0
1661,1661,1661,3709,0.224,0.852,0.515,1.001
1662,1662,1662,3999,0.022,1.0,0.518,1.001
1663,1663,1663,5837,0.243,0.704,0.143,1.001
1664,1664,1664,12085,0.0,,,
1665,1665,1665,4690,0.858,0.712,0.297,1.001
1666,1666,1666,169,0.062,0.725,0.216,1.0
1667,1667,1667,7841,0.013,0.813,0.166,1.0
1668,1668,1668,660,0.945,0.915,0.297,1.001
1669,1669,1669,910,0.886,0.407,0.076,1.0
1670,1670,1670,5945,0.411,0.784,0.503,1.007
1671,1671,1671,8652,0.002,0.835,-0.03,1.0
1672,1672,1672,3397,0.417,0.718,0.431,1.001
1673,1673,1673,4450,0.007,0.998,-0.029,1.0
1674,1674,1674,3516,0.201,0.856,0.482,1.004
1675,1675,1675,2970,0.98,0.798,0.2,1.0
1676,1676,1676,10316,0.339,0.371,0.348,1.001
1677,1677,1677,10495,0.043,0.898,0.049,1.0
1678,1678,1678,1626,0.354,0.775,0.144,1.001
1679,1679,1679,7930,0.075,0.724,0.195,1.0
1680,1680,1680,73,0.041,0.765,0.139,1.0
1681,1681,1681,1874,0.267,0.718,0.213,1.001
1682,1682,1682,11619,0.007,0.871,0.254,1.0
1683,1683,1683,12153,0.188,0.929,0.392,1.001
1684,1684,1684,7197,0.0,,,
1685,1685,1685,2158,0.981,0.793,0.005,1.0
1686,1686,1686,12578,0.313,0.548,0.339,1.0
1687,1687,1687,2386,0.892,0.49,0.146,1.0
1688,1688,1688,468,0.154,0.743,0.585,1.002
1689,1689,1689,9712,0.002,0.892,-0.078,1.0
1690,1690,1690,9968,0.023,0.936,0.132,1.001
1691,1691,1691,6779,0.027,0.809,0.077,1.0
1692,1692,1692,8021,0.44,0.711,0.739,1.01
1693,1693,1693,8361,0.002,0.788,-0.064,1.0
1694,1694,1694,11107,0.252,0.534,0.506,1.001
1695,1695,1695,12694,0.019,0.895,0.002,1.0
1696,1696,1696,12022,0.572,0.453,0.658,1.001
1697,1697,1697,12816,0.308,0.607,0.138,1.001
1698,1698,1698,10636,0.011,0.957,-0.011,1.0
1699,1699,1699,10290,0.049,0.692,0.395,1.0
1700,1700,1700,11970,0.122,0.448,0.247,1.0
1701,1701,1701,11753,0.083,0.748,0.429,1.0
1702,1702,1702,4621,0.34,0.448,0.208,1.0
1703,1703,1703,402,0.506,0.961,0.815,1.009
1704,1704,1704,11732,0.011,0.902,0.136,1.0
1705,1705,1705,3223,0.952,0.918,0.675,1.001
1706,1706,1706,9854,0.58,0.933,0.898,1.034
1707,1707,1707,11727,0.115,0.816,0.465,1.001
1708,1708,1708,8746,0.002,0.915,-0.042,1.0
1709,1709,1709,10528,0.05,0.857,0.257,1.0
1710,1710,1710,11818,0.161,0.953,0.08,1.001
1711,1711,1711,1222,0.04,0.864,0.074,1.001
1712,1712,1712,12121,0.031,0.799,-0.002,1.0
1713,1713,1713,6832,0.044,0.866,0.068,1.0
1714,1714,1714,11166,0.135,0.718,0.165,1.0
1715,1715,1715,6633,0.02,0.819,0.119,1.0
1716,1716,1716,1596,0.601,0.592,0.506,1.001
1717,1717,1717,827,0.162,0.693,0.387,1.002
1718,1718,1718,254,0.11,0.886,0.195,1.0
1719,1719,1719,11907,0.181,0.749,0.362,1.001
1720,1720,1720,13011,0.651,0.766,0.606,1.002
1721,1721,1721,3647,0.442,0.899,0.606,1.006
1722,1722,1722,6142,0.134,0.739,0.197,1.0
1723,1723,1723,6334,0.007,0.841,-0.032,1.0
1724,1724,1724,12238,0.502,0.752,0.744,1.008
1725,1725,1725,890,0.979,0.771,0.16,1.0
1726,1726,1726,5664,0.037,0.827,0.19,1.0
1727,1727,1727,1394,0.021,0.738,0.065,1.0
1728,1728,1728,3102,0.852,0.394,-0.009,1.0
1729,1729,1729,5821,0.114,0.637,0.02,1.0
1730,1730,1730,1957,0.543,0.878,0.424,1.004
1731,1731,1731,8665,0.001,0.696,0.078,1.0
1732,1732,1732,7295,0.007,0.842,0.073,1.0
1733,1733,1733,11936,0.03,0.937,0.058,1.0
1734,1734,1734,9932,0.044,0.8,0.056,1.001
1735,1735,1735,330,0.06,0.682,0.136,1.0
1736,1736,1736,9561,0.003,0.799,-0.12,1.0
1737,1737,1737,9918,0.001,0.975,-0.02,1.0
1738,1738,1738,5676,0.0,,,
1739,1739,1739,451,0.39,0.732,0.51,1.002
1740,1740,1740,4686,0.753,0.557,0.593,1.002
1741,1741,1741,1404,0.093,0.717,0.121,1.0
1742,1742,1742,4605,0.968,0.834,0.551,1.0
1743,1743,1743,3195,0.944,0.66,0.124,1.0
1744,1744,1744,10780,0.097,0.706,0.09,1.0
1745,1745,1745,1482,0.681,0.689,0.603,1.001
1746,1746,1746,10594,0.0,,,
1747,1747,1747,964,0.969,0.739,0.073,1.0
1748,1748,1748,3578,0.183,0.791,0.551,1.002
1749,1749,1749,12771,0.816,0.34,0.046,1.0
1750,1750,1750,9793,0.161,0.793,0.105,1.0
1751,1751,1751,7075,0.02,0.874,0.232,1.0
1752,1752,1752,610,0.405,0.634,0.237,1.0
1753,1753,1753,11683,0.115,0.83,0.298,1.002
1754,1754,1754,2974,0.455,0.631,0.099,1.001
1755,1755,1755,9664,0.053,0.831,0.202,1.001
1756,1756,1756,1425,0.021,0.815,-0.006,1.0
1757,1757,1757,1390,0.083,0.743,0.099,1.0
1758,1758,1758,12700,0.206,0.474,0.078,1.0
